citing_doi	year	title	venue	authors
10.1371/journal.pcbi.1007625	2020	XPRESSyourself: Enhancing, standardizing, and automating ribosome profiling computational analyses yields improved insight into data	PLoS Computational Biology	Jordan A. Berg, Jonathan R. Belyeu, Jeffrey T. Morgan, Yeyun Ouyang, Alex J. Bott, Aaron R. Quinlan, Jason Gertz, Jared P. Rutter
10.1074/jbc.ra120.015896	2020	YAP contributes to DNA methylation remodeling upon mouse embryonic stem cell differentiation	Journal of Biological Chemistry	Fabiana Passaro, Ilaria De Martino, Federico Zambelli, Giorgia Di Benedetto, Matteo Barbato, Anna Maria D’Erchia, Caterina Manzari, Graziano Pesole, Margherita Mutarelli, Davide Cacchiarelli, Dario Antonini, Silvia Parisi, Tommaso Russo
10.1016/j.molcel.2020.10.022	2020	Zmat3 Is a Key Splicing Regulator in the p53 Tumor Suppression Program	Molecular Cell	Kathryn T. Bieging-Rolett, Alyssa M. Kaiser, David W. Morgens, Anthony M. Boutelle, José Antonio Seoane, Eric L. Van Nostrand, Changyu Zhu, Shauna Lee Houlihan, Stephano S. Mello, Brian A. Yee, Jacob McClendon, Sarah E. Pierce, Ian P. Winters, Mengxiong Wang, Andrew J. Connolly, Scott W. Lowe, Chris
10.1093/bioinformatics/btaa1033	2020	aCLImatise: automated generation of tool definitions for bioinformatics workflows	Bioinformatics	Michael Milton, Natalie Thorne
10.1007/978-3-030-60327-4_20	2020	eBCSgen: A Software Tool for Biochemical Space Language	Lecture notes in computer science	Matej Troják, David Šafránek, Lukrécia Mertová, Luboš Brim
10.12688/f1000research.24956.2	2020	gprofiler2 -- an R package for gene list functional enrichment analysis and namespace conversion toolset g:Profiler	F1000Research	Liis Kolberg, Uku Raudvere, Ivan Kuzmin, Jaak Vilo, Hedi Peterson
10.12688/f1000research.24956.1	2020	gprofiler2 -- an R package for gene list functional enrichment analysis and namespace conversion toolset g:Profiler	F1000Research	Liis Kolberg, Uku Raudvere, Ivan Kuzmin, Jaak Vilo, Hedi Peterson
10.1093/bioinformatics/btaa167	2020	grabseqs: simple downloading of reads and metadata from multiple next-generation sequencing data repositories	Bioinformatics	Louis J. Taylor, Arwa A. Abbas, Frederic D. Bushman
10.1101/2020.11.05.369694	2020	iPSC culture expansion selects against putatively actionable mutations in the mitochondrial genome	bioRxiv (Cold Spring Harbor Laboratory)	Maike Kosanke, Colin Davenport, Mónika Szepes, Lutz Wiehlmann, Tim Kohrn, Marie Dorda, Jonas Gruber, Kaja S. Menge, Maike Sievert, Anna Melchert, Ina Gruh, Ulrich Martin
10.1093/bib/bbaa065	2020	iWhale: a computational pipeline based on Docker and SCons for detection and annotation of somatic variants in cancer WES data	Briefings in Bioinformatics	Andrea Binatti, Silvia Bresolin, Stefania Bortoluzzi, Alessandro Coppe
10.1534/g3.120.401126	2020	ngn-1 /neurogenin Activates Transcription of Multiple Terminal Selector Transcription Factors in the Caenorhabditis elegans Nervous System	G3 Genes Genomes Genetics	Elyse L. Christensen, Alexandra Beasley, Jessica Radchuk, Zachery E Mielko, Elicia A. Preston, Sidney Stuckett, John I. Murray, Martin L. Hudson
10.7717/peerj.8214	2020	sv-callers: a highly portable parallel workflow for structural variant detection in whole-genome sequence data	PeerJ	Arnold Kuzniar, Jason Maassen, Stefan Verhoeven, Luca Santuari, Carl Shneider, Wigard P. Kloosterman, Jeroen de Ridder
10.1007/s00299-020-02594-0	2020	tRNA ADENOSINE DEAMINASE 3 is required for telomere maintenance in Arabidopsis thaliana	Plant Cell Reports	Sreyashree Bose, Ana Victoria Suescún, Jiarui Song, Claudia Castillo-González, Behailu Birhanu Aklilu, Erica M. Branham, Ryan C. Lynch, Dorothy E. Shippen
10.3390/ijms22126424	2021	(S)-Reutericyclin: Susceptibility Testing and In Vivo Effect on Murine Fecal Microbiome and Volatile Organic Compounds	International Journal of Molecular Sciences	Bernhard Kienesberger, Beate Obermüller, Georg Singer, Barbara Mittl, Reingard Maria Grabherr, Sigrid Mayrhofer, Stefan Heinl, Vanessa Stadlbauer, Angela Horvath, Wolfram Miekisch, PATRICIA L. FUCHS, Ingeborg Klymiuk, Holger Till, Christoph Castellani
10.1128/jcm.00202-21	2021	A Bioinformatics Whole-Genome Sequencing Workflow for Clinical Mycobacterium tuberculosis Complex Isolate Analysis, Validated Using a Reference Collection Extensively Characterized with Conventional Methods and In Silico Approaches	Journal of Clinical Microbiology	Bert Bogaerts, Thomas Delcourt, Karine Soetaert, Samira Boarbi, Pieter‐Jan Ceyssens, Raf Winand, Julien Van Braekel, Sigrid C. J. De Keersmaecker, Nancy H. C. Roosens, Kathleen Marchal, Vanessa Mathys, Kevin Vanneste
10.1101/2021.08.09.455673	2021	A Capped Tudor Domain within a Core Subunit of the Sin3L/Rpd3L Histone Deacetylase Complex Binds Nucleic Acids	bioRxiv (Cold Spring Harbor Laboratory)	Ryan Dale Marcum, Joseph Chia Yu Hsieh, Maksim Giljen, Yongbo Zhang, Ishwar Radhakrishnan
10.1007/978-1-0716-1099-2_15	2021	A Compendium of Bioinformatic Tools for Bacterial Pangenomics to Be Used by Wet-Lab Scientists	Methods in molecular biology	Camilla Fagorzi, Alice Checcucci
10.2139/ssrn.3864444	2021	A Molecular Signature for Il-10-Producing Th1 Cells in Protozoan Parasitic Diseases	SSRN Electronic Journal	Chelsea L. Edwards, Susanna S. Ng, Fabian de Labastida Rivera, Dillon Corvino, Gavrila Ang, Marcela Montes de, Teija C. M. Frame, Patrick T. Bunn, Shashi Bhushan Chauhan, Siddharth Sankar Singh, Yulin Wang, Jessica A. Engel, Jinrui Na, Fiona H. Amante, Jessica R. Loughland, Nicola Waddell, Pamela Mu
10.3389/fmicb.2021.665041	2021	A Novel SARS-CoV-2 Viral Sequence Bioinformatic Pipeline Has Found Genetic Evidence That the Viral 3′ Untranslated Region (UTR) Is Evolving and Generating Increased Viral Diversity	Frontiers in Microbiology	Carlos Farkas, Andy Mella, Maxime Turgeon, Jody J. Haigh
10.1128/msystems.00283-21	2021	A Peek into the Plasmidome of Global Sewage	mSystems	Philipp Kirstahler, Frederik Teudt, Saria Otani, Frank M. Aarestrup, Sünje Johanna Pamp
10.1101/2021.03.08.434362	2021	A Peek into the Plasmidome of Global Sewage	bioRxiv (Cold Spring Harbor Laboratory)	Philipp Kirstahler, Frederik Teudt, Saria Otani, Frank M. Aarestrup, Sünje Johanna Pamp
10.1101/2021.02.23.432395	2021	A Phosphorylated Histone H2A Variant Displays Properties of Chromatin Insulator Proteins in Drosophila	bioRxiv (Cold Spring Harbor Laboratory)	James Ryan Simmons, Ran An, Bright Amankwaa, Shannon Zayac, Justin D. J. Kemp, Mariano Labrador
10.21769/bioprotoc.3912	2021	A Pipeline for Non-model Organisms for de novo Transcriptome Assembly, Annotation, and Gene Ontology Analysis Using Open Tools: Case Study with Scots Pine	BIO-PROTOCOL	Gustavo Turqueto Duarte, Polina Yu., Stanislav Geras’kin
10.1007/978-1-0716-1134-0_3	2021	A Practical Guide on Computational Tools and Databases for Transposable Elements in Plants	Methods in molecular biology	Liliane Santana Oliveira, Tharcisio Soares Amorim, Daniel Longhi Fernandes Pedro, Fábio Fernandes da Rocha Vicente, Alexandre Rossi Paschoal
10.1021/acs.analchem.0c03581	2021	A Practical Guide to Metabolomics Software Development	Analytical Chemistry	Hui-Yin Chang, Sean Colby, Xiuxia Du, Javier D. Gomez, Maximilian J. Helf, Katerina J. Kechris, Christine R. Kirkpatrick, Shuzhao Li, Gary J. Patti, Ryan Scott Renslow, Shankar Subramaniam, Mukesh Kumar Verma, Jianguo Xia, Jamey D. Young
10.3390/microorganisms9040841	2021	A Primer on the Analysis of High-Throughput Sequencing Data for Detection of Plant Viruses	Microorganisms	Denis Kutnjak, Lucie Tamisier, Ian P. Adams, Neil Boonham, Thierry Candresse, Michela Chiumenti, Kris De Jonghe, Jan  Frederik Kreuze, Marie Lefebvre, Gonçalo Silva, Martha Malapi‐Wight, Paolo Margaria, Irena Mavrič Pleško, Sam McGreig, Laura Miozzi, Benoît Remenant, Jean-Sébastien Reynard, Johan Ro
10.3390/mps4010021	2021	A Streamlined Approach to Pathway Analysis from RNA-Sequencing Data	Methods and Protocols	Austin J. Bow
10.3390/proteomes9020026	2021	A Systematic Evaluation of Semispecific Peptide Search Parameter Enables Identification of Previously Undescribed N-Terminal Peptides and Conserved Proteolytic Processing in Cancer Cell Lines	Proteomes	Matthias Fahrner, Lucas Kook, Klemens Fröhlich, Martin Lothar Biniossek, Oliver Schilling
10.1145/3437359.3465579	2021	A Vision for Science Gateways: Bridging the Gap and Broadening the Outreach	Practice and Experience in Advanced Research Computing	Sandra Gesing, Steven R. Brandt, Shannon Bradley, Mark Potkewitz, Kerk F. Kee, Noreen Whysel, Mark J. Perri, Sean B. Cleveland, Annelie Rugg, Jack A. Smith
10.1007/978-3-030-72660-7_48	2021	A Web Platform to Integrate Bioinformatics Tools. A Case of Study	Advances in intelligent systems and computing	Federico Agostini, Pilar Hernández, Gabriel Dorado, Sergio Gálvez
10.1016/j.compmedimag.2021.102013	2021	A community-based approach to image analysis of cells, tissues and tumors	Computerized Medical Imaging and Graphics	Juan C. Vizcarra, Erik A. Burlingame, Clemens B. Hug, Yury Goltsev, Brian S. White, Darren R. Tyson, Artem Sokolov
10.1101/2021.07.22.451363	2021	A community-based approach to image analysis of cells, tissues and tumors	bioRxiv (Cold Spring Harbor Laboratory)	CSBC/PS-ON Image Analysis Working Group, Juan C. Vizcarra, Erik Ames Burlingame, Clemens B. Hug, Yury Goltsev, Brian S. White, Darren R. Tyson, Artem Sokolov
10.1016/j.array.2021.100096	2021	A comparative study of operational engineering for environmental and compute-intensive applications	Array	Giang Nguyen, Viera Šipková, Štefan Dlugolinský, Binh Minh Nguyen, Viet Tran, Ladislav Hluchý
10.7554/elife.65939	2021	A confinable home-and-rescue gene drive for population modification	eLife	Nikolay P. Kandul, Junru Liu, Jared B. Bennett, John Macky Marshall, Omar S. Akbari
10.1038/s41391-021-00360-1	2021	A cross-sectional study on gut microbiota in prostate cancer patients with prostatectomy or androgen deprivation therapy	Prostate Cancer and Prostatic Diseases	Kai-Man Li, Lin Wang, Christine Yim‐Ping Wong, Peter Ka‐Fung Chiu, Jeremy Yuen‐Chun Teoh, Hilda S. W. Kwok, Steven C. H. Leung, Sunny Hei Wong, Stephen Kwok‐Wing Tsui, Chi‐Fai Ng
10.1016/j.neuron.2021.07.028	2021	A hidden threshold in motor neuron gene networks revealed by modulation of miR-218 dose	Neuron	Neal D. Amin, Gokhan Senturk, Giancarlo Costaguta, Shawn P. Driscoll, Brendan M. O’Leary, Dario Bonanomi, Samuel L. Pfaff
10.1101/2021.11.18.469148	2021	A method to quantitate maternal transcripts localized in sea urchin egg cortex by RT-qPCR with accurate normalization	bioRxiv (Cold Spring Harbor Laboratory)	Yulia Olegovna Kipryushina, Mariia A. Maiorova, Konstantin V. Yakovlev
10.1016/j.jviromet.2021.114417	2021	A novel high-throughput sequencing approach reveals the presence of a new virus infecting Rosa: rosa ilarvirus-1 (RIV-1)	Journal of Virological Methods	Inés Vázquez-Iglesias, Sam McGreig, Hollie Pufal, Rebekah J. Robinson, Gerard R. G. Clover, Adrian Fox, Neil Boonham, Ian P. Adams
10.1261/rna.078876.121	2021	A piRNA-lncRNA regulatory network initiates responder and trailer piRNA formation during mosquito embryonic development	RNA	Valerie Betting, Joep Joosten, Rebecca Halbach, Melissa Thaler, Pascal Miesen, Ronald P. van Rij
	2021	A piRNA-lncRNA regulatory network initiates responder and trailer piRNA formation during mosquito embryonic development	Radboud Repository (Radboud University)	Betting, V., Joosten, J., Halbach, R., Melissa Thaler, Miesen, P., Rij, R.P. van
10.1016/j.cell.2021.06.009	2021	A prion-like protein regulator of seed germination undergoes hydration-dependent phase separation	Cell	Yanniv Dorone, Steven Boeynaems, Eduardo Flores, Benjamin E. Jin, Shannon L. Hateley, Flavia Bossi, Elena Lazarus, Janice G. Pennington, Emiel Michiels, Mathias De Decker, Katlijn Vints, Pieter Baatsen, George W. Bassel, Marisa S. Otegui, Alex S. Holehouse, Moisés Expósito‐Alonso, Shahar Sukenik, Aa
10.1101/2021.11.08.467771	2021	A revised view on the evolution of glutamine synthetase isoenzymes in plants	bioRxiv (Cold Spring Harbor Laboratory)	José Miguel Valderrama‐Martín, Francisco Ortigosa, Concepción Ávila, Francisco M. Cánovas, Bertrand Hirel, Francisco R. Cantón, Rafael Antonio Cañas
10.1038/s41467-021-21032-7	2021	A scaffold lncRNA shapes the mitosis to meiosis switch	Nature Communications	Vedrana Andrić, Alicia Nevers, Ditipriya Hazra, Sylvie Auxilien, Alexandra Menant, Marc Graille, Benoı̂t Palancade, Mathieu Rougemaille
10.1016/j.fochms.2021.100023	2021	A shotgun metagenomics approach to detect and characterize unauthorized genetically modified microorganisms in microbial fermentation products	Food Chemistry Molecular Sciences	Florence E. Buytaers, Marie‐Alice Fraiture, Bas Berbers, Els Vandermassen, Stefan Hoffman, Nina Papazova, Kevin Vanneste, Kathleen Marchal, Nancy H. C. Roosens, Sigrid C. J. De Keersmaecker
10.1093/bib/bbab563	2021	A simple guide to de novo transcriptome assembly and annotation	Briefings in Bioinformatics	Venket Raghavan, Louis Kraft, Fantin Mesny, Linda Rigerte
10.1016/j.devcel.2021.05.001	2021	A spatial vascular transcriptomic, proteomic, and phosphoproteomic atlas unveils an angiocrine Tie–Wnt signaling axis in the liver	Developmental Cell	Donato Inverso, Jingjing Shi, Ki Hong Lee, Moritz Jakab, Shani Ben‐Moshe, Shubhada R. Kulkarni, Martin Schneider, Guanxiong Wang, Marziyeh Komeili, Paula Vélez, Maria Riedel, Carleen Spegg, Thomas Ruppert, Christine Schaeffer‐Reiss, Dominic Helm, Indrabahadur Singh, Michael Boutros, Sudhakar R. Chin
10.1172/jci.insight.145607	2021	A surgical method for continuous intraportal infusion of gut microbial metabolites in mice	JCI Insight	Danny Orabi, Lucas J. Osborn, Kevin K. Fung, William J. Massey, Anthony J. Horak, Federico Aucejo, Ibrahim Choucair, Beckey DeLucia, Zeneng Wang, Jan Claesen, Jonathan Mark Brown
10.1021/acs.jproteome.0c00983	2021	APE in the Wild: Automated Exploration of Proteomics Workflows in the bio.tools Registry	Journal of Proteome Research	Vedran Kasalica, Veit Schwämmle, Magnus Palmblad, Jon Ison, Anna‐Lena Lamprecht
10.1038/s42003-021-02472-9	2021	AQPX-cluster aquaporins and aquaglyceroporins are asymmetrically distributed in trypanosomes	Communications Biology	Fiorella Tesán, Ramiro Lorenzo, Karina Alleva, Ana Romina Fox
10.12688/f1000research.28608.2	2021	ASaiM-MT: a validated and optimized ASaiM workflow for metatranscriptomics analysis within Galaxy framework	F1000Research	Subina Mehta, Marie Crane, Emma Leith, Bérénice Batut, Saskia Hiltemann, Magnus Ø. Arntzen, Benoit Josef Kunath, Phillip Byron Pope, Francesco Delogu, Ray Sajulga, Praveen Kumar, James E. Johnson, Timothy J. Griffin, Pratik Jagtap
10.12688/f1000research.28608.1	2021	ASaiM-MT: a validated and optimized ASaiM workflow for metatranscriptomics analysis within Galaxy framework	F1000Research	Subina Mehta, Marie Crane, Emma Leith, Bérénice Batut, Saskia Hiltemann, Magnus Ø. Arntzen, Benoit Josef Kunath, Francesco Delogu, Ray Sajulga, Praveen Kumar, James E. Johnson, Timothy J. Griffin, Pratik Jagtap
10.1007/s00497-021-00434-z	2021	Accumulation dynamics of ARGONAUTE proteins during meiosis in Arabidopsis	Plant Reproduction	Cecilia Oliver, Germán Martínez
10.3389/fmicb.2021.780796	2021	Active and Covert Infections of Cricket Iridovirus and Acheta domesticus Densovirus in Reared Gryllodes sigillatus Crickets	Frontiers in Microbiology	Kristin R. Duffield, John Hunt, Ben Michael Sadd, Scott K. Sakaluk, Brenda Oppert, Karyna Rosario, Robert W. Behle, Jose Luis Ramirez
10.1007/s12015-020-10103-9	2021	ActivinA Induced SMAD1/5 Signaling in an iPSC Derived EC Model of Fibrodysplasia Ossificans Progressiva (FOP) Can Be Rescued by the Drug Candidate Saracatinib	Stem Cell Reviews and Reports	Susanne Hildebrandt, Branka Kampfrath, Kristin J. Fischer, Laura de Campos Hildebrand, Julia Haupt, Harald Stachelscheid, Petra I. Knaus
10.1016/j.molcel.2021.09.029	2021	Adaptive translational pausing is a hallmark of the cellular response to severe environmental stress	Molecular Cell	Raul Jobava, Yuanhui Mao, Bo‐Jhih Guan, Di Hu, Dawid Krokowski, Chien-Wen Chen, Xin Erica Shu, Evelyn Chukwurah, Jing Wu, Zhaofeng Gao, Leah L. Zagore, William C. Merrick, Aleksandra Trifunović, Andrew Caleb Hsieh, Saba Valadkhan, Youwei Zhang, Xin Qi, Eckhard Jankowsky, Ivan Topisirović, Donny D. L
10.6084/m9.figshare.13532725	2021	Additional file 1 of Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Figshare	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.6084/m9.figshare.13532728	2021	Additional file 2 of Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Figshare	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.6084/m9.figshare.13532731	2021	Additional file 3 of Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Figshare	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.6084/m9.figshare.13532734	2021	Additional file 4 of Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Figshare	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.6084/m9.figshare.13532737	2021	Additional file 5 of Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Figshare	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.6084/m9.figshare.13532740	2021	Additional file 6 of Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Figshare	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.6084/m9.figshare.13532743	2021	Additional file 7 of Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Figshare	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.1002/anie.202008663	2021	Advances and Challenges in Small‐Molecule DNA Aptamer Isolation, Characterization, and Sensor Development	Angewandte Chemie International Edition	Haixiang Yu, Obtin Alkhamis, Juan Canoura, Yingzhu Liu, Yi Xiao
10.1002/ange.202008663	2021	Advances and Challenges in Small‐Molecule DNA Aptamer Isolation, Characterization, and Sensor Development	Angewandte Chemie	Haixiang Yu, Obtin Alkhamis, Juan Canoura, Yingzhu Liu, Yi Xiao
10.1021/acs.jproteome.1c00657	2021	Advances and Utility of the Human Plasma Proteome	Journal of Proteome Research	Eric W. Deutsch, Gilbert S. Omenn, Zhi Sun, Michal Maes, Maria Pernemalm, Krishnan K. Palaniappan, Natasha Letunica, Yves Vandenbrouck, Virginie Brun, Sheng‐ce Tao, Xiaobo Yu, Philipp Emanuel Geyer, Vera Ignjatović, Robert L. Moritz, Jochen M. Schwenk
10.1007/978-981-15-9758-9_27	2021	Advances in Biotechnological Tools and Techniques for Metatranscriptomics		Naresh Pratap Singh, Vaishali, Mahesh Kumar Bharti, Vishakha Burman, Vandana Sharma
10.7554/elife.71983	2021	All-trans retinoic acid induces synaptopodin-dependent metaplasticity in mouse dentate granule cells	eLife	Maximilian O. Lenz, Amelie Eichler, Pia Kruse, Julia Muellerleile, Thomas Deller, Peter Jedlička, Andreas Vlachos
10.1101/2021.07.05.451170	2021	All-trans retinoic acid induces synaptopodin-dependent metaplasticity in mouse dentate granule cells	bioRxiv (Cold Spring Harbor Laboratory)	Maximilian O. Lenz, Amelie Eichler, Pia Kruse, Julia Muellerleile, Thomas Deller, Peter Jedlička, Andreas Vlachos
10.1101/2021.01.07.425765	2021	Allopatric divergence of cooperators confers cheating resistance and limits the effects of a defector mutation	bioRxiv (Cold Spring Harbor Laboratory)	Kaitlin A. Schaal, Yuen‐Tsu Nicco Yu, Marie Vasse, Gregory J. Velicer
10.1016/j.celrep.2021.110062	2021	Altered H3 histone acetylation impairs high-fidelity DNA repair to promote cerebellar degeneration in spinocerebellar ataxia type 7	Cell Reports	Paweł M. Świtoński, Joe Ryan Delaney, Luke C. Bartelt, Chenchen Niu, María Ramos Zapatero, Nathanael J. Spann, Akshay Alaghatta, Toby Chen, Emily N. Griffin, Jaidev Bapat, Bryce L. Sopher, Albert R. La Spada
10.1186/s13072-021-00405-8	2021	Altered hypothalamic DNA methylation and stress-induced hyperactivity following early life stress	Epigenetics & Chromatin	Eamon Fitzgerald, Matthew C. Sinton, Sara Wernig-Zorc, Nicholas M. Morton, Megan C. Holmes, James P. Boardman, Amanda Jane Drake
10.1016/j.procs.2021.05.033	2021	An Epigenetic Modeling Approach for Adaptive Prognostics of Engineered Systems	Procedia Computer Science	Maria A. Seale, Natàlia García‐Reyero, R. Cody Salter, Alicia I. Ruvinsky
10.1002/9781119681397.ch4	2021	An Introduction to Chemometrics and Cheminformatics		Chanin Nantasenamat
10.1186/s40168-021-01039-4	2021	An atlas of the tissue and blood metagenome in cancer reveals novel links between bacteria, viruses and cancer	Microbiome	Sven Borchmann
10.1016/j.jviromet.2021.114176	2021	An enrichment method for capturing mumps virus whole genome sequences directly from clinical specimens	Journal of Virological Methods	Jasmine Rae Frost, Helene Schulz, Elizabeth McLachlan, Joanne Hiebert, Alberto Severini
10.21079/11681/41282	2021	An epigenetic modeling approach for adaptive prognostics of engineered systems		Maria A. Seale, Natàlia Garcia-Reyero, R. Salter, Alicia I. Ruvinsky
10.1038/s41598-021-84237-2	2021	An immortalized porcine macrophage cell line competent for the isolation of African swine fever virus	Scientific Reports	Kentaro Masujin, Tomoya Kitamura, Ken‐ichiro Kameyama, Kota Okadera, Tatsuya Nishi, Takato Takenouchi, Hiroshi Kitani, Takehiro Kokuho
10.1007/s42488-020-00040-0	2021	An overview of biomedical platforms for managing research data	Journal of Data Information and Management	Vivek Navale, Denis von Kaeppler, Matthew McAuliffe
10.3390/biology10111078	2021	Analysis of Codon Usage of Speech Gene FoxP2 among Animals	Biology	Tarikul Huda Mazumder, Ali Alqahtani, Taha Alqahtani, Talha Bin Emran, Afaf Ahmed Aldahish, Arif Uddin
10.21203/rs.3.rs-172088/v1	2021	Analysis of major sperm proteins in two nematode species from two classes, Enoplus brevis (Enoplea, Enoplida) and Panagrellus redivivus (Chromadorea, Rhabditida), reveal similar localization, but less homology of protein sequences than expected for Nematoda phylum	Research Square	Julia K. Zograf, Yulia A. Trebukhova, Vladimir V. Yushin, Konstantin V. Yakovlev
10.1007/s13127-021-00522-y	2021	Analysis of major sperm proteins in two nematode species from two classes, Enoplus brevis (Enoplea, Enoplida) and Panagrellus redivivus (Chromadorea, Rhabditida), reveals similar localization, but less homology of protein sequences than expected for Nematoda phylum	Organisms Diversity & Evolution	Julia K. Zograf, Yulia A. Trebukhova, Vladimir V. Yushin, Konstantin V. Yakovlev
10.3390/ijms22052577	2021	Analysis of mir-9 Expression Pattern in Rat Retina during Postnatal Development	International Journal of Molecular Sciences	Etelka Pöstyéni, Andrea Kovács-Valasek, Peter Paul Urban, Lilla Czuni, György Sétáló, Csaba Attila Fekete, Robert Gabriel
10.1186/s13293-020-00346-z	2021	Analysis of sex differences in dietary copper-fructose interaction-induced alterations of gut microbial activity in relation to hepatic steatosis	Biology of Sex Differences	Ming Song, Fang Yuan, Xiaohong Li, Xipeng Ma, Xinmin Yin, Eric Christian Rouchka, Xiang Zhang, Zhongbin Deng, Russell A. Prough, Craig James McClain
10.53846/goediss-8844	2021	Analysis of the JA-Ile-independent function of COI1 in Arabidopsis thaliana upon infection with Verticillium longisporum		Louisa Ulrich
10.3390/biomedinformatics1030010	2021	Analyzing Large Microbiome Datasets Using Machine Learning and Big Data	BioMedInformatics	Thomas Krause, Jyotsna Talreja Wassan, Paul Mc Kevitt, Haiying Wang, Huiru Zheng, Matthias Hemmje
10.1093/ve/veab076	2021	Ancient viral integrations in marsupials: a potential antiviral defence	Virus Evolution	Emma F Harding, Alice G. Russo, Grace J. H. Yan, Paul D. Waters, Peter A White
10.32604/biocell.2021.017296	2021	Aneuploidy: An opportunity within single-cell RNA sequencing analysis	Biocell	Joe Ryan Delaney
10.1096/fj.202002043rr	2021	Antagonistic effects of finerenone and spironolactone on the aldosterone‐regulated transcriptome of human kidney cells	The FASEB Journal	Florian Le Billan, Julie Perrot, Elena Carceller, Simon A. A. Travers, Say Viengchareun, Peter Kolkhof, Marc Lombès, Jérôme Fagart
10.3390/insects12030209	2021	Antennal Transcriptome Analysis and Identification of Candidate Chemosensory Genes of the Harlequin Ladybird Beetle, Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae)	Insects	Gabriele Rondoni, Alessandro Roman, Camille Meslin, Nicolas Montagné, Eric Conti, Emmanuelle Jacquin‐Joly
10.1101/2021.02.01.429221	2021	Antennal transcriptome analysis and identification of candidate chemosensory genes of the harlequin ladybird beetle, Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae)	bioRxiv (Cold Spring Harbor Laboratory)	Gabriele Rondoni, Alessandro Roman, Camille Meslin, Nicolas Montagné, Eric Conti, Emmanuelle Jacquin‐Joly
10.1172/jci.insight.147692	2021	Anterograde regulation of mitochondrial genes and FGF21 signaling by hepatic LSD1	JCI Insight	Yang Cao, Lingyi Tang, Kang Du, Kitt D. Paraiso, Qiushi Sun, Zhengxia Liu, Xiaolong Ye, Yuan Fang, Fang Yuan, Hank Chen, Yumay Chen, Xiaorong Wang, Clinton Yu, Ira L. Blitz, Ping H. Wang, Lan Qing Huang, Haibo Cheng, Xiang Lu, Ken W.Y. Cho, Marcus Michael Seldin, Zhuyuan Fang, Qin Yang
10.3390/molecules26206149	2021	Anthocyanins from Aristotelia chilensis Prevent Olanzapine-Induced Hepatic-Lipid Accumulation but Not Insulin Resistance in Skeletal Muscle Cells	Molecules	Andrea del Campo, Catalina Salamanca, ÁNGELO FAJARDO, Francisco Díaz‐Castro, Catalina Bustos, Camila Calfío, Rodrigo Troncoso, Edgar Pastene, Claudio Acuña‐Castillo, Luis A. Milla, Carlos A. Villarroel, Francisco A. Cubillos, Mario Aranda, Leonel Estrada Rojo
10.1016/j.cellimm.2021.104459	2021	Antibody ligation of CEACAM1, CEACAM3, and CEACAM6, differentially enhance the cytokine release of human neutrophils in responses to Candida albicans	Cellular Immunology	Esther Klaile, Juan P. Prada Salcedo, Tilman E. Klassert, Matthias Besemer, Anne-Katrin Bothe, Adrian Durotin, Mario M. Müller, Verena Schmitt, Christian H. Luther, Marcus T. Dittrich, Bernhard B. Singer, Thomas Dandekar, Hortense Slevogt
